,Aircraft,Type_Of_Traveller,Seat_Type,Route,Date_Flown,Seat_Comfort,Cabin_Staff_Service,Food_Beverages,Inflight_Entertainment,Ground_Service,Wifi_Connectivity,Value_For_Money,Recommended
1321,A330,Family Leisure,Economy Class,Washington to Islamabad via Istanbul,December 2017,4,5,5,5,4,3,5,yes
1322,,Business,Economy Class,Munich to Tehran via Istanbul,December 2017,3,3,3,4,1,,3,no
1323,,Solo Leisure,Economy Class,Boston to Istanbul,December 2017,3,1,2,2,1,2,2,no
1324,A330 + Boeing 777,Business,Business Class,Geneva to Jakarta via Istanbul,December 2017,4,3,3,4,2,3,3,no
1325,,Family Leisure,Economy Class,Istanbul to Toronto,December 2017,1,2,2,3,1,,1,no
1326,A321,Family Leisure,Business Class,Kuwait to Dusseldorf via Istanbul,December 2017,2,3,2,1,1,,2,no
1327,A320 / A 330,Couple Leisure,Economy Class,Medina to Lahore via Istanbul,December 2017,2,2,1,1,1,1,2,no
1328,,Solo Leisure,Economy Class,Istanbul to Lefkosa,December 2017,,,,,1,,1,no
1329,,Couple Leisure,Economy Class,Dublin to Izmir via Istanbul,September 2017,3,3,,,2,,1,no
1330,,Solo Leisure,Economy Class,Mombasa to London Gatwick via Istanbul,December 2017,1,2,1,1,1,1,1,no
1331,,Family Leisure,Economy Class,Istanbul to Amsterdam,August 2017,2,3,2,,1,,1,no
1332,,Family Leisure,Economy Class,Male to Vilnius via Istanbul,December 2017,1,1,1,2,1,,1,no
1333,A340,Business,Economy Class,Accra to Bucharest via Istanbul,December 2017,4,2,4,4,1,3,2,no
1334,A330 and Boeing 777,Business,Business Class,Istanbul to Hanoi,November 2017,4,5,5,3,4,,5,yes
1335,A321,Business,Business Class,London to Istanbul,November 2017,5,5,5,4,4,,4,yes
1336,Boeing 737 and A321,Couple Leisure,Economy Class,Helsinki to Istanbul,December 2017,4,5,5,5,4,,5,yes
1337,A320,Business,Economy Class,Frankfurt to Elazig via Istanbul,December 2017,1,1,2,1,1,1,1,no
1338,,Couple Leisure,Economy Class,London to Lahore via Istanbul,January 2017,3,4,3,4,1,,3,no
1339,A330,Couple Leisure,Business Class,Istanbul to Montreal,December 2017,4,4,2,4,4,,4,yes
1340,,Business,Economy Class,Kayseri to Istanbul,November 2017,,,,,,,1,no
1341,Boeing 777,Business,Business Class,Dubai to Toronto via Istanbul,December 2017,2,1,2,2,1,,2,no
1342,,Couple Leisure,Economy Class,Montreal to Istanbul,October 2017,2,3,,,3,,1,no
1343,A330,Solo Leisure,Economy Class,Budapest to Atlanta via Istanbul,August 2017,2,4,2,2,1,2,3,no
1344,,Family Leisure,Economy Class,Kathmandu to Houston via Istanbul,November 2017,4,2,1,4,1,1,1,no
1345,,Couple Leisure,Business Class,Istanbul to Madrid,November 2017,4,4,2,1,5,1,3,yes
1346,,Business,Economy Class,Antalya to Jakarta via Istanbul,December 2017,1,2,3,2,1,,2,no
1347,Boeing 777-300,Solo Leisure,Economy Class,Toronto to Mumbai via Istanbul,November 2017,4,3,4,4,3,,4,yes
1348,A330,Family Leisure,Business Class,Barcelona to Moscow,August 2017,4,4,3,5,1,5,1,no
1349,,Couple Leisure,Business Class,Buenos Aires to Istanbul via Sao Paolo,November 2017,4,5,4,4,3,,4,yes
1350,,Solo Leisure,Economy Class,Washington to Istanbul,November 2017,,,,,5,,5,yes
1351,A321,Business,Economy Class,Istanbul to Paris,November 2017,4,5,4,5,1,,3,yes
1352,,Family Leisure,Economy Class,Amsterdam to Tehran via Istanbul,November 2017,1,1,1,,1,,1,no
1353,,Solo Leisure,Economy Class,Atlanta to Doha via Istanbul,November 2017,1,1,4,4,1,1,2,no
1354,A330,Solo Leisure,Business Class,Phuket to Istanbul,November 2017,4,3,4,4,5,5,5,yes
1355,,Family Leisure,Economy Class,Istanbul to Dammam,November 2017,1,1,,,1,,1,no
1356,,Business,Economy Class,Houston to Istanbul,October 2017,5,5,5,5,5,,5,yes
1357,A330-300,Solo Leisure,Economy Class,Atlanta to Istanbul,November 2017,5,5,5,5,5,5,5,yes
1358,A330-300,Solo Leisure,Business Class,Istanbul to Ho Chi Minh City,November 2017,4,5,5,4,3,4,5,yes
1359,Boeing 777-300ER,Family Leisure,Economy Class,Jakarta to Istanbul,October 2017,4,4,4,3,4,2,4,yes
1360,A330,Business,Business Class,Istanbul to New York JFK,October 2017,4,5,3,3,2,3,3,yes
1361,,Family Leisure,Economy Class,Mashad to London via Istanbul,September 2017,3,5,4,3,2,1,5,yes
1362,,Business,Economy Class,Frankfurt to Singapore via Istanbul,October 2017,3,3,4,4,1,,1,no
1363,,Solo Leisure,Economy Class,Atlanta to Nairobi via Istanbul,November 2017,,,,,,,1,no
1364,A330,Couple Leisure,Business Class,Copenhagen to Antananarivo via Istanbul,October 2017,5,5,5,5,2,,5,yes
1365,A321 (Sharklets),Family Leisure,Economy Class,Munich to Izmir,July 2017,5,5,5,5,4,,5,yes
1366,A321 / A330,Solo Leisure,Economy Class,Tel Aviv to Bangkok via Istanbul,October 2017,3,1,4,4,4,,4,yes
1367,,Couple Leisure,Business Class,Istanbul to London,November 2017,4,4,4,3,1,3,4,yes
1368,,Family Leisure,Economy Class,Toronto to Tehran via Istanbul,October 2017,2,2,2,2,1,,1,no
1369,,Couple Leisure,Premium Economy,Los Angeles to Tel Aviv via Istanbul,November 2017,,,,,2,,1,no
1370,A330,Couple Leisure,Business Class,Istanbul to Washington,October 2017,5,5,3,4,4,4,4,yes
1371,A321 / Boeing 777-300ER,Couple Leisure,Business Class,London to Manila via Istanbul,October 2017,5,5,5,3,4,,5,yes
1372,,Solo Leisure,Economy Class,Houston to Odessa via Istanbul,October 2017,,,,,1,,1,no
1373,,Couple Leisure,Economy Class,Manchester to Johannesburg via Istanbul,October 2017,2,1,1,2,1,1,2,no
1374,Boeing 777,Solo Leisure,Economy Class,Athens to Singapore via Istanbul,October 2017,1,2,1,,1,,2,no
1375,,Couple Leisure,Economy Class,Istanbul to Athens,October 2017,1,1,4,4,1,,1,no
1376,A330,Business,Business Class,Montreal to Istanbul,October 2017,4,5,3,2,4,4,3,yes
1377,,Business,Business Class,Gatwick to Antananarivo via Istanbul,October 2017,2,3,4,2,1,,1,no
1378,,Couple Leisure,Economy Class,Rome to Doha via Istanbul,October 2017,1,3,4,3,1,,2,no
1379,,Business,Business Class,Houston to Dammam via Istanbul,October 2017,2,3,3,3,1,,2,no
1380,Boeing 777-300ER / A330,Solo Leisure,Business Class,New York JFK to Bangkok via Istanbul,October 2017,4,5,4,5,4,3,4,yes
1381,A321,Business,Economy Class,Athens to Istanbul,November 2016,4,4,4,3,4,,3,yes
1382,,Business,Economy Class,Athens to Istanbul,November 2016,4,4,4,4,3,,3,yes
1383,A330,Solo Leisure,Business Class,Bangkok to Istanbul,August 2017,4,5,5,5,3,4,4,yes
1384,Boeing 777,Solo Leisure,Business Class,Istanbul to San Francisco,August 2017,4,5,5,5,3,4,4,yes
1385,,Couple Leisure,Economy Class,Istanbul to Barcelona,September 2017,,,,,1,,1,no
1386,A330,Business,Business Class,Istanbul to Montreal,September 2017,4,4,3,3,4,3,3,yes
1387,Boeing 737-800,Business,Economy Class,Giresun to Istanbul,October 2017,4,5,4,,4,,5,yes
1388,A330-300,Couple Leisure,Economy Class,Mauritius to Amsterdam via Istanbul,October 2017,3,3,3,4,1,,1,no
1389,Boeing 777,Couple Leisure,Economy Class,CLJ to SIN via IST,September 2017,5,5,5,5,3,,4,yes
1390,,Family Leisure,Economy Class,New York to Kharkov via Istanbul,July 2017,4,4,4,5,1,,1,no
1391,,Family Leisure,Business Class,Antalya to Moscow,September 2017,4,3,3,3,1,,1,no
1392,,Business,Business Class,Cape Town to Athens via Instabul,September 2017,5,5,5,5,5,5,5,yes
1393,,Solo Leisure,Economy Class,London to Mombasa via Istanbul,September 2017,3,3,3,4,2,2,3,no
1394,,Solo Leisure,Economy Class,Was to Izmir,September 2017,2,1,1,2,2,3,2,no
1395,Boeing 777,Business,Business Class,Toronto to Istanbul,September 2017,4,3,2,2,4,4,2,yes
1396,A321,Business,Economy Class,Istanbul to Prague,August 2017,1,1,1,1,2,1,1,no
1397,,Solo Leisure,Economy Class,Cologne to Shiraz via Istanbul,September 2017,3,3,3,5,3,3,3,yes
1398,A330 / Boeing 777,Solo Leisure,Economy Class,London to Kuala Lumpur via Istanbul,September 2017,2,3,4,5,3,3,3,yes
1399,,Solo Leisure,Economy Class,London to Riyadh via Istanbul,September 2017,1,1,2,4,1,1,3,no
1400,Boeing 777-300ER + A321,Business,Business Class,Hong Kong to Copenhagen via Istanbul,September 2017,5,4,4,4,5,2,4,yes
1401,,Business,Economy Class,Athens to Budapest via Istanbul,August 2017,3,3,3,3,1,,1,no
1402,A321,Business,Business Class,Brussels to Istanbul,September 2017,3,4,4,,1,,3,no
1403,Boeing 777-300,Couple Leisure,Business Class,Buenos Aires to Barcelona via Istanbul,August 2017,4,2,3,4,3,5,4,yes
1404,,Solo Leisure,Economy Class,Dammam to London via Istanbul,August 2017,1,1,1,2,1,,1,no
1405,,Couple Leisure,Business Class,Istanbul to Amsterdam,August 2017,5,4,5,5,3,5,5,yes
1406,A321-200 and Boeing 737-800,Couple Leisure,Economy Class,Prague to Antalya via Istanbul,August 2017,5,4,3,4,3,,4,yes
1407,A330-300,Family Leisure,Economy Class,Johannesburg to Brussels via Istanbul,August 2017,3,4,4,5,1,,3,no
1408,A330,Solo Leisure,Economy Class,New York JFK to Paris CDG via Istanbul,June 2017,5,5,5,5,5,4,5,yes
1409,,Couple Leisure,Economy Class,Manchester to Ercan via Istanbul,April 2017,,,,,5,,5,yes
1410,Boeing 777-300ER,Family Leisure,Business Class,Jakarta to Sao Paulo via Istanbul,July 2017,4,4,4,4,3,5,4,yes
1411,,Solo Leisure,Economy Class,Istanbul to Hatay,August 2017,,,,,4,,3,yes
1412,Boeing 777-300ER,Solo Leisure,Economy Class,Los Angeles to Bucharest via Istanbul,July 2017,2,2,2,2,1,,1,no
1413,,Solo Leisure,Economy Class,Chicago to Dushanbe via Istanbul,August 2017,5,5,5,5,5,5,5,yes
1414,,Solo Leisure,Economy Class,Nairobi to Heathrow via Istanbul,August 2017,3,3,2,3,3,1,1,no
1415,A330,Couple Leisure,Economy Class,Amsterdam to Bangkok via Istanbul,July 2017,2,4,4,5,1,1,3,yes
1416,A330,Family Leisure,Economy Class,Istanbul to Bangkok,August 2017,3,1,3,3,1,,3,yes
1417,A321,Solo Leisure,Economy Class,Dalaman to Istanbul Ataturk,August 2017,3,4,3,1,1,,4,yes
1418,,Family Leisure,Economy Class,Billund to Delhi via Istanbul,July 2017,2,3,2,2,1,,1,no
1419,,Couple Leisure,Economy Class,Brussels to Entebbe via Istanbul,August 2017,3,4,2,3,1,,2,no
1420,,Family Leisure,Economy Class,Algiers to Dubai via Istanbul,July 2017,2,3,3,4,1,,4,no
1421,Boeing 777,Family Leisure,Business Class,Istanbul to Izmir,June 2017,5,5,5,5,2,5,5,yes
1422,A321,Family Leisure,Business Class,Oslo to Istanbul,June 2017,3,5,5,5,3,,5,yes
1423,,Business,Business Class,Bangkok to Tunis via Istanbul,July 2017,,,,,1,,1,no
1424,A321-200 / Boeing 777-300ER,Business,Economy Class,Zurich to Dubai via Istanbul,July 2017,3,5,5,5,5,5,5,yes
1425,,Solo Leisure,Business Class,Moscow to Bangkok via Istanbul,July 2017,5,5,5,4,5,,5,yes
1426,,Solo Leisure,Economy Class,Istanbul to Tel Aviv,July 2017,4,4,4,,5,,4,yes
1427,A330,Business,Business Class,Bangkok to Istanbul,July 2017,5,4,5,,4,,5,yes
1428,,Family Leisure,Economy Class,Tel Aviv to Boston via Istanbul,July 2017,3,3,5,4,4,,5,yes
1429,,Business,Business Class,Dublin to Tel Aviv via Istanbul,May 2017,2,2,3,2,2,,1,no
1430,A330-300 / Boeing 777,Couple Leisure,Business Class,Bangkok to London via Istanbul,July 2017,4,4,5,5,5,3,5,yes
1431,,Couple Leisure,Economy Class,Beijing to Atlanta via Istanbul,June 2017,5,3,5,5,4,,4,no
1432,,Family Leisure,Economy Class,Bahrain to Tunis via Istanbul,June 2016,3,4,5,4,4,,5,yes
1433,Boeing 737-900,Solo Leisure,Economy Class,Istanbul to Abuja,June 2017,1,5,5,3,3,,4,yes
1434,,Solo Leisure,Economy Class,Cape Town to Athens via Istanbul,July 2017,1,1,,,1,,1,no
1435,,Solo Leisure,Economy Class,Seoul to Athens via Istanbul,May 2017,2,3,3,4,1,3,3,no
1436,A330 / B777,Business,Business Class,London to Guangzhou via Istanbul,June 2017,4,5,5,5,4,5,5,yes
1437,,Business,Business Class,Gatwick to Bangkok via Istanbul,June 2017,5,1,4,3,2,5,4,yes
1438,A330-300,Couple Leisure,Business Class,London Heathrow to Bangkok via Istanbul,June 2017,5,4,3,5,4,4,4,yes
1439,Boeing 737,Solo Leisure,Economy Class,Dublin to Istanbul,May 2017,3,4,3,4,4,,3,yes
1440,A330,Solo Leisure,Economy Class,Istanbul to Athens,June 2017,3,3,3,,3,,3,yes
1441,Boeing 737,Solo Leisure,Economy Class,Dublin to Istanbul,May 2017,3,4,3,4,4,,3,yes
1442,A330,Business,Business Class,Istanbul to Montreal,June 2017,3,5,4,3,3,4,5,yes
1443,,Solo Leisure,Economy Class,Montreal to Istanbul,June 2017,4,1,3,3,1,3,1,no
1444,Boeing 777-300,Solo Leisure,Economy Class,IST to GRU,June 2017,4,5,4,4,5,5,5,yes
1445,Boeing 777-300,Solo Leisure,Business Class,Istanbul to New York JFK,June 2017,5,5,5,5,1,5,5,yes
1446,A330-300,Solo Leisure,Business Class,Madrid to Istanbul,June 2017,5,5,5,,5,,5,yes
1447,Boeing 777,Business,Business Class,Toronto to Istanbul,June 2017,4,5,3,3,5,4,4,yes
1448,A330,Business,Business Class,Montreal to Istanbul,June 2017,,,,,1,,1,no
1449,A321,Solo Leisure,Economy Class,Istanbul to Ankara,May 2017,5,5,5,4,5,,5,yes
1450,Boeing 737-900 / A330,Solo Leisure,Economy Class,New York JFK to Madrid via Istanbul,May 2017,2,4,5,5,5,,5,yes
1451,,Couple Leisure,Economy Class,Riga to Dubai via Istanbul,March 2017,,,,,1,,1,no
1452,Boeing 777-300ER / A320,Solo Leisure,Economy Class,Kuala Lumpur to Venice via Istanbul,May 2017,3,4,4,3,3,2,4,yes
1453,A320 / Boeing 777-300 ER,Solo Leisure,Economy Class,Rome to Jakarta via Istanbul,May 2017,3,4,4,3,3,2,4,yes
1454,,Solo Leisure,Economy Class,London to Sharm el Sheik via Istanbul,May 2017,2,3,3,3,3,,3,no
1455,A321 / A340 / A330,Couple Leisure,Business Class,Amsterdam to Amman via Istanbul,May 2017,4,4,5,3,4,,5,yes
1456,,Couple Leisure,Economy Class,Gatwick to Istanbul,March 2017,3,3,,,1,,1,no
1457,,Business,Business Class,Istanbul to Montreal,May 2017,4,5,4,4,2,2,3,yes
1458,,Family Leisure,Economy Class,Cairo to Vienna via Istanbul,May 2017,4,4,3,5,4,5,4,yes
1459,A321 / Boeing 737,Solo Leisure,Economy Class,Kuwait to Edinburgh via Istanbul,May 2017,4,5,3,4,4,,5,yes
1460,,Solo Leisure,Economy Class,Montreal to Budapest via Istanbul,April 2017,2,3,2,4,3,,3,yes
1461,,Family Leisure,Economy Class,Istanbul to Frankfurt,April 2017,5,5,5,5,4,,5,yes
1462,,Couple Leisure,Economy Class,Kuala Lumpur to Zurich via Istanbul,May 2017,4,1,2,5,3,,4,no
1463,Boeing 777-300ER,Business,Business Class,Istanbul to London Heathrow,April 2017,5,3,3,5,4,5,5,yes
1464,A330-200 / Boeing 737,Business,Business Class,Sarajevo to Panama City via Istanbul,April 2017,4,5,5,5,3,,5,yes
1465,Boeing 777-300ER,Couple Leisure,Economy Class,Istanbul to Izmir,April 2017,5,5,5,5,4,5,5,yes
1466,A321,Couple Leisure,Economy Class,Istanbul to Ercan,April 2017,3,5,5,,4,,4,yes
1467,A321 / A330-300,Business,Economy Class,Venice to Singapore via Istanbul,April 2017,4,4,5,4,4,5,5,yes
1468,,Solo Leisure,Economy Class,Cluj-Napoca to New York via Istambul,April 2017,3,4,3,3,1,,1,no
1469,A330-300,Couple Leisure,Economy Class,Tallin to Singapore via Istanbul,April 2017,2,4,1,5,3,,2,no
1470,A321,Solo Leisure,Economy Class,Kiev to Istanbul,April 2017,1,3,5,2,1,,3,yes
1471,Boeing 737-900ER,Couple Leisure,Economy Class,Birmingham to Istanbul,April 2017,5,5,5,4,5,,5,yes
1472,,Solo Leisure,Economy Class,Toronto to Mumbai via Istanbul,December 2016,4,5,5,5,5,1,5,yes
1473,,Family Leisure,Economy Class,Johannesburg to Gatwick via Istanbul,April 2017,1,1,1,2,1,,1,no
1474,,Couple Leisure,Economy Class,Istanbul to Lagos,April 2017,2,4,2,3,1,1,3,no
1475,Boeing 737,Solo Leisure,Economy Class,Edinburgh to Istanbul,March 2017,5,5,5,5,5,,5,yes
1476,Boeing 777-300ER,Solo Leisure,Economy Class,London Heathrow to Taipei via Istanbul,March 2017,5,5,5,5,5,4,5,yes
1477,A321-200,Solo Leisure,Business Class,Istanbul to Hurghada,April 2017,4,5,5,5,5,,5,yes
1478,A320 / Boeing 737-800,Business,Economy Class,Tbilisi to Amsterdam via Istanbul,April 2017,2,2,2,,5,,3,yes
1479,,Couple Leisure,Economy Class,Mumbai to Berlin via Istanbul,April 2017,2,3,1,2,1,1,1,no
1480,Boeing 738 / A320,Solo Leisure,Economy Class,Tel Aviv to Milan via Istanbul SAW,March 2017,3,4,4,,3,,5,yes
1481,,Family Leisure,Economy Class,Singapore to Istanbul,March 2017,4,5,5,5,5,3,5,yes
1482,A330,Business,Business Class,Istanbul to Washington,March 2017,5,4,4,4,5,5,5,yes
1483,,Solo Leisure,Economy Class,Singapore to Lisbon via Istanbul,March 2017,4,5,5,5,5,5,5,yes
1484,A330,Business,Business Class,Istanbul to Montreal,March 2017,4,3,2,3,4,4,3,yes
1485,,Solo Leisure,Economy Class,Amsterdam to Manila via Istanbul,August 2016,3,2,5,4,3,,3,yes
1486,A321,Couple Leisure,Economy Class,London Heathrow to Istanbul,March 2017,3,5,5,4,5,,5,yes
1487,A321,Solo Leisure,Economy Class,Frankfurt to Konya via Istanbul,March 2017,5,5,5,5,5,5,5,yes
1488,A320,Business,Economy Class,Amsterdam to Antalya via SAW,January 2017,4,2,3,3,1,,3,no
1489,A330,Couple Leisure,Economy Class,Bangkok to Istanbul,February 2017,2,4,4,4,3,,3,yes
1490,,Business,Economy Class,London to Addis Ababa via Istanbul,March 2017,2,1,1,2,1,,1,no
1491,A330,Couple Leisure,Economy Class,Istanbul to Kuala Lumpur,February 2017,2,1,2,4,1,,2,no
1492,,Solo Leisure,Economy Class,Kuala Lumpur to London via Istanbul,February 2017,2,1,2,,2,,2,no
1493,A321 / Boeing 737-900,Couple Leisure,Economy Class,VKO to IST,February 2017,1,4,4,3,1,3,2,no
1494,,Business,Economy Class,Kathmandu to Geneva via Istanbul,February 2017,4,5,4,4,4,,4,yes
1495,,Solo Leisure,Economy Class,KUL to VIE via IST,February 2017,4,5,5,5,5,3,5,yes
1496,Boeing737-900 / A330-200,Solo Leisure,Economy Class,Moscow to Panamá City via Istambul,February 2017,3,5,4,1,1,,3,yes
1497,A321,Business,Business Class,Zurich to Istanbul,February 2017,5,5,5,5,5,,5,yes
1498,A330-200 / Boeing 777-300,Business,Business Class,PTY to LHR via IST,February 2017,4,4,4,5,3,,5,no
1499,,Business,Business Class,Belgrade to Atlanta via Istanbul,February 2017,5,4,5,5,5,5,5,yes
1500,Boeing 777,Family Leisure,Economy Class,Atlanta to Thessaloniki via Istanbul,February 2017,3,5,5,5,4,3,5,yes
1501,A321,Business,Economy Class,Dushanbe to Istanbul,February 2017,,,,,1,,1,no
1502,,Family Leisure,Economy Class,Barcelona to Istanbul,February 2017,,,,,,,1,no
1503,Boeing 777-300ER,Family Leisure,Economy Class,Athens to New York via Istanbul,January 2017,5,5,5,5,5,5,5,yes
1504,,Solo Leisure,Economy Class,Manchester to Kiev via Istanbul,December 2016,2,3,3,2,1,,1,no
1505,,Solo Leisure,Economy Class,Singapore to Istanbul,January 2017,,,,,1,,1,no
1506,A330 /  A321,Family Leisure,Economy Class,Bogota to Rome via Istanbul,January 2017,3,5,5,4,4,,5,yes
1507,Boeing 777,Solo Leisure,Economy Class,Toronto to Istanbul,January 2017,2,2,3,2,1,1,2,no
1508,,Business,Economy Class,ICN to IST,December 2016,1,1,1,1,1,1,1,no
1509,,Solo Leisure,Economy Class,BLQ to NRT via IST,January 2017,4,5,4,5,5,4,5,yes
1510,Boeing 777-300ER (B77W),Solo Leisure,Economy Class,IST to PEK,October 2016,4,5,5,5,3,,5,yes
1511,A321 / A330,Solo Leisure,Business Class,MAN to BKK via IST,January 2017,4,5,5,4,3,4,5,yes
1512,Boeing 777-300,Business,Business Class,IAH to DXB via IST,January 2017,3,5,5,5,1,5,2,no
1513,Boeing 737-900,Solo Leisure,Economy Class,VNO to IST,October 2016,4,5,5,5,5,,5,yes
1514,,Business,Economy Class,FCO to KRT via IST,January 2017,2,1,2,3,1,,2,no
1515,A330-300,Couple Leisure,Economy Class,SIN to IST,December 2016,4,4,4,5,5,4,5,yes
1516,,Solo Leisure,Business Class,IST to DXB,January 2017,2,3,2,2,1,4,1,no
1517,,Couple Leisure,Economy Class,CPT to GVA via IST,January 2017,2,3,3,3,1,3,1,no
1518,,Couple Leisure,Economy Class,SGN to ZRH via IST,January 2017,1,2,3,5,1,,2,no
1519,A321 / A330-300,Business,Business Class,VCE to SIN via IST,January 2017,5,4,5,5,4,5,4,yes
1520,A330,Couple Leisure,Business Class,EDI to CPT via IST,December 2016,4,3,5,5,2,,3,no
1521,,Couple Leisure,Economy Class,IST to KUL,December 2016,3,2,1,3,2,,2,no
1522,A320 & A330,Couple Leisure,Economy Class,ATH to CPT via IST,December 2016,1,4,5,4,4,,5,no
1523,A321,Solo Leisure,Business Class,IST to DOH,December 2016,4,5,5,5,5,,5,yes
1524,Boeing 777,Solo Leisure,Economy Class,HKG to TXL via IST,December 2016,4,5,5,5,4,,5,yes
1525,,Couple Leisure,Business Class,LGW to SIN via IST,December 2016,5,4,4,3,5,,5,yes
1526,Boeing 777-300,Solo Leisure,Economy Class,IST to ORD,December 2016,4,4,5,4,3,3,4,yes
1527,,Business,Business Class,IST to BEY,December 2016,4,5,3,3,5,2,4,yes
1528,Boeing 777,Couple Leisure,Business Class,LAX to JNB via IST,December 2016,4,4,4,4,3,3,4,yes
1529,Boeing 737-800,Couple Leisure,Economy Class,AMS to SAW,December 2016,4,4,4,2,5,,4,yes
1530,,Family Leisure,Economy Class,VIE to MCT via IST,December 2016,5,5,5,5,4,5,5,yes
1531,Boeing 777-300 / A321,Business,Business Class,MNL to MUC via IST,December 2016,3,3,3,5,1,,2,no
1532,A321,Solo Leisure,Economy Class,BJV to IST,December 2016,4,5,4,,1,,5,yes
1533,Boeing 777,Couple Leisure,Economy Class,IAH to CDG via IST,November 2016,4,4,4,5,3,1,5,yes
1534,A321,Solo Leisure,Economy Class,SVX to BCN via IST,September 2016,2,2,3,2,1,1,1,no
1535,,Family Leisure,Economy Class,IST to SIN,December 2016,3,2,2,5,3,,3,no
1536,Boeing 777-300ER,Solo Leisure,Business Class,EZE to IST,December 2016,5,5,5,4,4,5,5,yes
1537,A319,Solo Leisure,Economy Class,LEJ to IST,November 2016,4,5,5,2,5,,5,yes
1538,A321,Solo Leisure,Economy Class,IST to AMS,March 2016,5,5,5,4,4,,4,yes
1539,A330,Solo Leisure,Economy Class,IST to AMS,May 2016,4,4,5,4,4,,5,yes
1540,,Business,Business Class,VNO to EZE via IST,November 2016,5,4,5,5,3,4,5,yes
1541,A330,Business,Business Class,ESB to IST,November 2016,4,1,1,2,5,,2,no
1542,Boeing 737-300,Family Leisure,Economy Class,SAW to AYT,October 2016,4,2,4,5,3,,5,yes
1543,,Business,Business Class,KBP to MNL via IST,November 2016,5,4,5,5,2,4,5,yes
1544,,Family Leisure,Economy Class,BOS to BOM via IST,December 2015,3,4,4,3,3,2,4,no
1545,A321,Family Leisure,Economy Class,IST to MUC,November 2016,2,3,4,3,2,,2,no
